Department  ,Division,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,6/3/13,7/8/14,Nonexempt,"47,958.94"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,1/10/00,1/10/00,Nonexempt,"58,586.59"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist I,Permanent Full-time,10/8/22,9/7/24,Nonexempt,"41,775.00"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,8/26/23,8/26/23,Nonexempt,"46,589.00"
Human Services,Hum Svc Div of Social Services,Microcomputer Sys Analyst Sr,Permanent Full-time,5/23/98,7/9/07,Exempt,"74,109.55"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist I,Permanent Full-time,7/27/24,7/27/24,Nonexempt,"41,775.00"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,8/26/23,8/26/23,Nonexempt,"46,589.00"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,8/12/23,8/12/23,Nonexempt,"46,589.00"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,1/2/90,7/1/11,Nonexempt,"73,525.85"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist Sr,Permanent Full-time,4/20/24,4/20/24,Nonexempt,"58,217.51"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,6/25/07,6/25/07,Nonexempt,"49,284.26"
Human Services,Hum Svc Div of Social Services,Family Services Worker I,Permanent Full-time,8/26/23,8/26/23,Nonexempt,"46,588.80"
Human Services,Hum Svc Div of Social Services,Family Services Associate,Permanent Full-time,3/14/20,8/10/24,Nonexempt,"41,231.30"
Human Services,Hum Svc Div of Social Services,Programs Manager,Permanent Full-time,10/21/99,3/26/22,Exempt,"89,204.52"
Human Services,Hum Svc Div of Social Services,Family Services Worker I,Permanent Full-time,9/9/23,9/9/23,Nonexempt,"46,588.80"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,9/9/23,9/9/23,Nonexempt,"46,589.00"
Human Services,Hum Svc Juvenile Detention Ctr,Detention Center Supt,Permanent Full-time,7/5/95,5/4/24,Exempt,"120,236.55"
Human Services,Hum Svc Div of Social Services,Family Services Worker II,Permanent Full-time,4/8/23,8/14/23,Nonexempt,"51,750.00"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,5/23/98,9/23/02,Nonexempt,"50,245.47"
Human Services,Hum Svc Div of Social Services,Family Services Worker I,Permanent Full-time,8/12/23,8/12/23,Nonexempt,"48,645.00"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,5/23/22,5/23/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,9/1/89,5/15/96,Nonexempt,"44,409.79"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,2/27/17,2/27/17,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Human Services Senior Manager,Permanent Full-time,4/8/02,10/23/21,Exempt,"125,519.63"
Human Services,Hum Svc Div of Social Services,Family Services Worker I,Intermittent Temporary,5/3/16,5/3/16,Nonexempt,23.06
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,3/11/13,7/5/22,Exempt,"58,737.72"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,6/10/02,1/22/19,Exempt,"62,562.59"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,7/14/08,8/27/22,Exempt,"59,929.40"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,5/8/14,8/12/23,Exempt,"59,801.73"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,5/1/90,5/23/05,Exempt,"76,096.88"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,6/11/13,10/5/24,Exempt,"63,424.82"
Human Services,Hum Svc Div of Social Services,Family Services Worker II,Permanent Full-time,11/8/16,11/8/16,Nonexempt,"57,373.92"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,12/11/00,4/5/10,Exempt,"61,395.13"
Human Services,Hum Svc Div of Social Services,Family Services Worker II,Permanent Full-time,2/1/20,3/27/23,Nonexempt,"52,112.52"
Human Services,Hum Svc Div of Social Services,Family Services Worker II,Permanent Full-time,7/18/22,10/7/24,Nonexempt,"50,877.12"
Human Services,Hum Svc Div of Social Services,Fraud Supervisor,Permanent Full-time,11/8/99,7/8/14,Exempt,"68,939.88"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,9/23/14,7/8/19,Exempt,"56,207.33"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,10/23/92,7/1/24,Exempt,"62,791.15"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,10/24/05,4/28/14,Exempt,"61,395.13"
Human Services,Hum Svc Div of Social Services,Family Services Supervisor,Permanent Full-time,4/30/18,4/30/18,Exempt,"67,254.17"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor Sr,Permanent Full-time,2/25/13,8/31/20,Exempt,"65,468.07"
Human Services,Hum Svc Juvenile Detention Ctr,Business Manager,Permanent Full-time,11/13/17,10/26/20,Exempt,"56,255.83"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,9/9/23,9/9/23,Nonexempt,"46,589.00"
Human Services,Hum Svc Div of Social Services,Office Manager,Permanent Full-time,3/5/18,2/25/23,Nonexempt,"48,040.87"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,5/23/22,5/23/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist I,Permanent Full-time,8/24/24,8/24/24,Nonexempt,"41,775.00"
Human Services,Hum Svc Div of Social Services,Family Services Worker II,Permanent Full-time,8/10/99,6/8/11,Nonexempt,"67,352.07"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,8/26/23,8/26/23,Nonexempt,"46,589.00"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,7/20/09,8/31/20,Nonexempt,"47,958.76"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,8/29/22,4/10/23,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Family Services Supervisor,Permanent Full-time,3/4/13,7/3/23,Exempt,"59,393.48"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,12/19/11,12/19/11,Nonexempt,"47,958.94"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist I,Intermittent Temporary,6/7/08,8/24/15,Nonexempt,20.08
Human Services,Hum Svc Div of Social Services,Office Assistant,Permanent Full-time,10/29/92,8/31/09,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Family Services Worker I,Permanent Full-time,6/20/23,6/17/24,Nonexempt,"53,536.00"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist I,Intermittent Temporary,1/2/24,1/2/24,Nonexempt,20.08
Human Services,Hum Svc Div of Social Services,Business Manager,Permanent Full-time,2/27/21,12/18/21,Exempt,"56,255.61"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Intermittent Temporary,10/30/17,3/30/19,Nonexempt,21.26
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,8/1/22,8/1/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist I,Permanent Full-time,11/18/23,11/18/23,Nonexempt,"41,774.67"
Human Services,Hum Svc Div of Social Services,Office Manager,Permanent Full-time,5/27/08,7/3/23,Nonexempt,"55,685.67"
Human Services,Hum Svc Div of Social Services,Family Services Worker I,Permanent Full-time,11/4/23,11/4/23,Nonexempt,"48,645.00"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Permanent Full-time,5/18/24,9/21/24,Nonexempt,"46,891.00"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Permanent Full-time,11/5/22,3/13/23,Nonexempt,"46,891.09"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Permanent Full-time,5/27/03,6/15/24,Nonexempt,"46,890.68"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,3/4/13,3/4/13,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,1/21/14,11/12/19,Exempt,"56,207.33"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,2/1/20,2/1/20,Exempt,"58,770.38"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,12/23/14,2/27/21,Exempt,"58,877.19"
Human Services,Hum Svc Div of Social Services,Office Assistant,Permanent Full-time,5/23/03,1/1/14,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Support Technician,Permanent Full-time,4/9/01,4/9/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Support Technician,Permanent Full-time,2/8/07,4/28/08,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Support Technician,Permanent Full-time,1/30/17,4/11/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,7/6/07,10/10/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Accountant II,Permanent Full-time,2/28/22,2/28/22,Exempt,"53,631.11"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,9/3/19,9/3/19,Nonexempt,"47,958.94"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,6/25/07,6/25/07,Nonexempt,"49,284.26"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,7/15/13,2/16/16,Nonexempt,"47,958.94"
Human Services,Hum Svc Div of Social Services,Family Services Supervisor,Permanent Full-time,1/13/12,4/25/20,Exempt,"67,783.86"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist III,Permanent Full-time,3/8/00,9/21/08,Nonexempt,"61,017.43"
Human Services,Hum Svc Div of Social Services,Office Manager,Permanent Full-time,6/20/23,4/22/24,Nonexempt,"46,791.11"
Human Services,Hum Svc Div of Social Services,Family Services Worker II,Permanent Full-time,3/11/23,8/14/23,Nonexempt,"51,232.50"
Human Services,Hum Svc Div of Social Services,Support Technician,Permanent Full-time,6/15/24,6/15/24,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Administrative Technician,Permanent Full-time,12/10/01,2/19/19,Nonexempt,"46,267.34"
Human Services,Hum Svc Div of Social Services,Office Manager,Permanent Full-time,4/25/95,10/2/17,Nonexempt,"52,698.61"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Intermittent Temporary,5/9/22,5/9/22,Nonexempt,19.56
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,12/8/94,7/1/04,Nonexempt,"54,402.26"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Permanent Full-time,7/1/24,7/1/24,Nonexempt,"46,891.00"
Human Services,Hum Svc Juvenile Detention Ctr,Administrative Technician,Permanent Full-time,5/1/17,8/15/20,Nonexempt,"41,231.30"
Human Services,Hum Svc Div of Social Services,Administrative Assistant II,Permanent Full-time,5/8/14,5/8/14,Nonexempt,"47,500.41"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist I,Intermittent Temporary,12/7/19,1/28/23,Nonexempt,20.21
Human Services,Hum Svc Juvenile Detention Ctr,Maintenance Supervisor I,Permanent Full-time,3/19/12,2/24/14,Exempt,"51,912.42"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Permanent Full-time,1/16/24,1/16/24,Nonexempt,"46,890.68"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist I,Intermittent Temporary,2/1/05,2/1/05,Nonexempt,20.08
Human Services,Hum Svc Div of Social Services,Administrative Technician,Permanent Full-time,11/4/23,11/4/23,Nonexempt,"47,415.99"
Human Services,Hum Svc Juvenile Detention Ctr,Detention Center Supervisor,Permanent Full-time,5/8/14,9/22/24,Exempt,"56,541.00"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist I,Retiree Part-time,7/1/92,5/6/23,Nonexempt,23.08
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,10/31/05,10/31/05,Nonexempt,"50,517.22"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Intermittent Temporary,1/16/88,5/15/96,Nonexempt,22.58
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Permanent Full-time,6/1/24,6/1/24,Nonexempt,"46,890.68"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,12/8/14,8/27/22,Exempt,"59,929.40"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist III,Permanent Full-time,9/1/81,1/23/16,Nonexempt,"77,972.33"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,2/13/90,5/15/96,Nonexempt,"61,552.13"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,8/7/17,6/15/24,Exempt,"55,152.78"
Human Services,Hum Svc Div of Social Services,Administrative Technician,Permanent Full-time,6/20/23,6/20/23,Nonexempt,"41,231.30"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Permanent Full-time,9/13/21,9/13/21,Nonexempt,"48,270.29"
Human Services,Hum Svc Div of Social Services,Administrative Technician,Permanent Full-time,1/28/23,1/28/23,Nonexempt,"43,292.86"
Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Permanent Full-time,5/14/18,5/14/18,Nonexempt,"44,225.43"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,7/8/97,4/15/19,Nonexempt,"47,958.94"
Human Services,Hum Svc Div of Social Services,Family Services Supervisor,Permanent Full-time,9/17/01,1/8/11,Exempt,"69,972.18"
Human Services,Hum Svc Div of Social Services,Family Services Worker III,Permanent Full-time,6/23/15,7/5/22,Exempt,"61,739.32"
Human Services,Hum Svc Juvenile Detention Ctr,Administrative Technician,Permanent Full-time,9/23/23,9/23/23,Nonexempt,"45,353.70"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,8/8/14,8/8/14,Nonexempt,"47,958.94"
Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Permanent Full-time,7/31/17,2/16/21,Exempt,"56,207.33"
Human Services,Hum Svc Div of Social Services,Family Services Associate,Permanent Full-time,3/3/08,9/9/23,Nonexempt,"47,415.42"
Human Services,Hum Svc Div of Social Services,Facilities Manager,Permanent Full-time,1/11/16,1/21/20,Exempt,"56,207.33"
Human Services,Hum Svc Div of Social Services,Self-Sufficiency Specialist II,Permanent Full-time,10/1/15,10/1/15,Nonexempt,"50,894.53"
Human Services,Hum Svc Juvenile Detention Ctr,Food Service Manager,Permanent Full-time,1/2/12,1/2/12,Exempt,"54,274.17"
Human Services,Hum Svc Div of Social Services,Programs Manager,Permanent Full-time,10/31/05,4/8/23,Exempt,"78,441.70"
Human Services,Hum Svc Div of Social Services,Office Manager,Permanent Full-time,6/20/23,9/9/24,Nonexempt,"49,023.35"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist Sr,Special Project w/ Retirement,7/18/22,8/12/24,Nonexempt,25.76
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,10/22/22,10/22/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Office Assistant,Permanent Full-time,8/29/22,8/29/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Family Services Worker II,Permanent Full-time,9/25/13,9/23/15,Nonexempt,"56,408.77"
Human Services,Hum Svc Div of Social Services,Administrative Technician,Intermittent Temporary,7/28/15,6/19/21,Nonexempt,19.82
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,10/1/14,10/1/14,Nonexempt,"48,918.12"
Human Services,Hum Svc Div of Social Services,Fiscal Monitoring Spec I,Permanent Full-time,6/3/23,6/3/23,Exempt,"52,645.43"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,4/11/22,10/8/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Programs Manager,Permanent Full-time,1/23/12,8/14/23,Exempt,"84,187.88"
Human Services,Hum Svc Div of Social Services,Family Services Supervisor,Permanent Full-time,3/25/13,9/12/22,Exempt,"63,348.83"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,5/6/23,5/6/23,Nonexempt,"46,588.80"
Human Services,Hum Svc Div of Social Services,Human Services Aide,Permanent Full-time,12/6/21,5/9/22,Nonexempt,"40,687.92"
Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Permanent Full-time,7/6/20,7/5/22,Nonexempt,"46,588.80"
Human Services,Hum Svc Juvenile Detention Ctr,Detention Center Supervisor,Permanent Full-time,1/22/89,6/2/08,Exempt,"90,069.89"
Human Services,Hum Svc Juvenile Detention Ctr,Detention Center Supervisor,Permanent Full-time,10/1/90,6/13/16,Exempt,"79,546.27"
